iter	Passed	Remaining
1673	12320	24478
1674	12327	24470
1675	12334	24463
1676	12342	24457
1677	12349	24448
1678	12356	24440
1679	12364	24433
1680	12372	24428
1681	12378	24418
1682	12385	24410
1683	12392	24401
1684	12399	24393
1685	12405	24385
1686	12413	24377
1687	12420	24369
1688	12426	24360
1689	12433	24351
1690	12439	24342
1691	12450	24342
1692	12457	24332
1693	12464	24324
1694	12470	24316
1695	12477	24307
1696	12483	24298
1697	12491	24292
1698	12499	24284
1699	12505	24275
1700	12512	24266
1701	12519	24258
1702	12525	24249
1703	12532	24241
1704	12550	24253
1705	12556	24244
1706	12563	24237
1707	12571	24229
1708	12578	24221
1709	12584	24212
1710	12591	24203
1711	12597	24194
1712	12604	24185
1713	12612	24180
1714	12619	24171
1715	12625	24162
1716	12632	24154
1717	12639	24145
1718	12645	24135
1719	12651	24126
1720	12660	24121
1721	12667	24114
1722	12673	24104
1723	12680	24096
1724	12687	24088
1725	12693	24078
1726	12700	24070
1727	12707	24061
1728	12714	24053
1729	12720	24044
1730	12727	24036
1731	12736	24031
1732	12743	24024
1733	12750	24015
1734	12756	24006
1735	12778	24025
1736	12785	24017
1737	12791	24008
1738	12798	23999
1739	12805	23991
1740	12812	23984
1741	12819	23975
1742	12825	23966
1743	12832	23957
1744	12838	23948
1745	12845	23939
1746	12852	23931
1747	12858	23921
1748	12865	23913
1749	12872	23905
1750	12878	23896
1751	12887	23892
1752	12894	23883
1753	12900	23874
1754	12907	23865
1755	12913	23856
1756	12920	23849
1757	12928	23841
1758	12936	23836
1759	12943	23827
1760	12951	23820
1761	12958	23812
1762	12966	23806
1763	12973	23798
1764	12980	23790
1765	12986	23781
1766	12993	23773
1767	13000	23766
1768	13009	23760
1769	13016	23752
1770	13023	23744
1771	13030	23736
1772	13037	23729
1773	13044	23721
1774	13051	23713
1775	13058	23705
1776	13065	23698
1777	13072	23689
1778	13080	23682
1779	13087	23674
1780	13093	23665
1781	13100	23656
1782	13106	23647
1783	13113	23639
1784	13119	23629
1785	13126	23622
1786	13133	23613
1787	13139	23604
1788	13146	23596
1789	13153	23587
1790	13161	23581
1791	13167	23572
1792	13174	23563
1793	13181	23556
1794	13187	23546
1795	13194	23537
1796	13201	23530
1797	13209	23524
1798	13217	23517
1799	13223	23508
1800	13231	23502
1801	13238	23494
1802	13246	23487
1803	13253	23480
1804	13260	23471
1805	13267	23464
1806	13276	23459
1807	13284	23453
1808	13292	23447
1809	13299	23439
1810	13306	23431
1811	13313	23424
1812	13321	23417
1813	13328	23408
1814	13335	23401
1815	13343	23394
1816	13350	23386
1817	13359	23382
1818	13365	23373
1819	13373	23367
1820	13381	23359
1821	13399	23372
1822	13406	23364
1823	13414	23357
1824	13422	23350
1825	13430	23344
1826	13437	23338
1827	13445	23330
1828	13452	23322
1829	13459	23315
1830	13466	23307
1831	13475	23303
1832	13482	23294
1833	13491	23289
1834	13498	23281
1835	13506	23275
1836	13512	23266
1837	13520	23260
1838	13527	23252
1839	13534	23243
1840	13540	23234
1841	13549	23229
1842	13557	23222
1843	13563	23214
1844	13571	23207
1845	13579	23201
1846	13587	23194
1847	13593	23185
1848	13600	23177
1849	13607	23168
1850	13614	23160
1851	13620	23152
1852	13629	23146
1853	13635	23138
1854	13642	23129
1855	13649	23121
1856	13655	23112
1857	13662	23103
1858	13670	23097
1859	13677	23089
1860	13684	23081
1861	13691	23073
1862	13697	23064
1863	13704	23056
1864	13711	23048
1865	13718	23040
1866	13724	23031
1867	13731	23023
1868	13737	23014
1869	13758	23029
1870	13766	23022
1871	13773	23015
1872	13785	23015
1873	13793	23008
1874	13800	23000
1875	13807	22992
1876	13814	22984
1877	13822	22978
1878	13830	22972
1879	13836	22963
1880	13843	22954
1881	13850	22946
1882	13856	22937
1883	13863	22929
1884	13871	22923
1885	13878	22914
1886	13885	22907
1887	13893	22900
1888	13901	22894
1889	13908	22886
1890	13914	22877
1891	13928	22880
1892	13934	22871
1893	13942	22864
1894	13949	22857
1895	13956	22849
1896	13963	22840
1897	13970	22833
1898	13979	22827
1899	13985	22818
1900	13992	22810
1901	13999	22802
1902	14007	22795
1903	14013	22787
1904	14022	22782
1905	14029	22774
1906	14036	22766
1907	14043	22758
1908	14050	22750
1909	14057	22742
1910	14063	22733
1911	14070	22725
1912	14077	22716
1913	14084	22708
1914	14091	22700
1915	14100	22696
1916	14108	22689
1917	14114	22680
1918	14121	22672
1919	14128	22663
1920	14134	22655
1921	14151	22662
1922	14158	22655
1923	14166	22648
1924	14175	22643
1925	14183	22637
1926	14190	22629
1927	14197	22621
1928	14205	22615
1929	14212	22607
1930	14221	22602
1931	14229	22596
1932	14236	22588
1933	14243	22580
1934	14251	22574
1935	14258	22565
1936	14264	22557
1937	14271	22548
1938	14278	22541
1939	14285	22533
1940	14294	22528
1941	14301	22520
1942	14308	22511
1943	14314	22503
1944	14321	22495
1945	14328	22486
1946	14336	22480
1947	14343	22472
1948	14350	22464
1949	14356	22455
1950	14363	22447
1951	14370	22439
1952	14376	22430
1953	14383	22422
1954	14390	22413
1955	14397	22406
1956	14403	22396
1957	14413	22393
1958	14420	22385
1959	14427	22377
1960	14434	22368
1961	14440	22360
1962	14448	22353
1963	14454	22344
1964	14461	22335
1965	14468	22327
1966	14475	22319
1967	14481	22311
1968	14490	22306
1969	14497	22298
1970	14504	22290
1971	14511	22282
1972	14519	22276
1973	14534	22281
1974	14541	22272
1975	14547	22263
1976	14554	22255
1977	14560	22245
1978	14568	22238
1979	14575	22231
1980	14581	22222
1981	14588	22213
1982	14595	22205
1983	14601	22197
1984	14608	22188
1985	14615	22180
1986	14621	22171
1987	14628	22164
1988	14635	22155
1989	14643	22149
1990	14650	22141
1991	14657	22132
1992	14664	22125
1993	14671	22117
1994	14677	22108
1995	14684	22100
1996	14693	22094
1997	14699	22086
1998	14706	22077
1999	14713	22069
2000	14722	22065
2001	14729	22056
2002	14735	22048
2003	14742	22039
2004	14748	22031
2005	14755	22022
2006	14762	22015
2007	14770	22008
2008	14777	22000
2009	14785	21993
2010	14792	21986
2011	14800	21979
2012	14807	21972
2013	14813	21963
2014	14820	21954
2015	14827	21947
2016	14834	21938
2017	14842	21932
2018	14848	21923
2019	14855	21916
2020	14862	21907
2021	14869	21900
2022	14877	21893
2023	14884	21884
2024	14890	21876
2025	14898	21869
2026	14904	21860
2027	14910	21851
2028	14920	21847
2029	14926	21838
2030	14933	21830
2031	14940	21822
2032	14947	21814
2033	14953	21805
2034	14961	21798
2035	14969	21792
2036	14977	21785
2037	14983	21776
2038	14990	21769
2039	14999	21763
2040	15005	21754
2041	15012	21746
2042	15019	21738
2043	15025	21730
2044	15031	21720
2045	15039	21713
2046	15047	21707
2047	15054	21699
2048	15061	21691
2049	15068	21684
2050	15076	21677
2051	15083	21668
2052	15090	21661
2053	15096	21652
2054	15103	21644
2055	15110	21636
2056	15118	21630
2057	15124	21621
2058	15132	21614
2059	15139	21606
2060	15148	21601
2061	15154	21593
2062	15161	21585
2063	15168	21576
2064	15175	21568
2065	15182	21560
2066	15188	21552
2067	15196	21545
2068	15203	21538
2069	15211	21530
2070	15217	21521
2071	15224	21514
2072	15230	21505
2073	15237	21496
2074	15243	21487
2075	15250	21480
2076	15257	21471
2077	15263	21463
2078	15273	21459
2079	15280	21450
2080	15286	21442
2081	15292	21433
2082	15299	21425
2083	15307	21418
2084	15315	21411
2085	15322	21403
2086	15328	21395
2087	15335	21387
2088	15343	21381
2089	15351	21374
2090	15358	21366
2091	15365	21358
2092	15372	21350
2093	15379	21343
2094	15386	21335
2095	15395	21329
2096	15402	21323
2097	15410	21315
2098	15417	21308
2099	15425	21301
2100	15432	21293
2101	15439	21286
2102	15446	21278
2103	15454	21271
2104	15461	21263
2105	15471	21260
2106	15478	21252
2107	15486	21245
2108	15493	21238
2109	15502	21232
2110	15509	21224
2111	15516	21217
2112	15523	21210
2113	15530	21202
2114	15537	21194
2115	15546	21189
2116	15553	21181
2117	15560	21173
2118	15566	21164
2119	15573	21156
2120	15579	21147
2121	15587	21140
2122	15594	21133
2123	15602	21126
2124	15609	21118
2125	15615	21110
2126	15623	21102
2127	15629	21094
2128	15635	21085
2129	15642	21077
2130	15649	21068
2131	15656	21060
2132	15664	21054
2133	15672	21047
2134	15678	21039
2135	15685	21031
2136	15692	21024
2137	15700	21017
2138	15708	21010
2139	15714	21002
2140	15721	20993
2141	15727	20985
2142	15734	20976
2143	15741	20969
2144	15749	20962
2145	15756	20955
2146	15763	20946
2147	15770	20938
2148	15778	20932
2149	15784	20924
2150	15791	20916
2151	15813	20927
2152	15820	20920
2153	15828	20913
2154	15835	20905
2155	15841	20896
2156	15848	20888
2157	15854	20879
2158	15861	20871
2159	15868	20863
2160	15874	20855
2161	15881	20846
2162	15887	20838
2163	15896	20832
2164	15902	20824
2165	15909	20816
2166	15916	20808
2167	15923	20800
2168	15929	20791
2169	15937	20784
2170	15944	20777
2171	15951	20769
2172	15958	20761
2173	15965	20753
2174	15973	20746
2175	15979	20738
2176	15987	20731
2177	15993	20722
2178	16000	20714
2179	16007	20706
2180	16015	20700
2181	16022	20692
2182	16029	20685
2183	16036	20676
2184	16043	20669
2185	16051	20662
2186	16057	20654
2187	16064	20645
2188	16071	20638
2189	16078	20630
2190	16084	20621
2191	16093	20616
2192	16100	20608
2193	16107	20599
2194	16113	20592
2195	16120	20583
2196	16126	20574
2197	16134	20567
2198	16141	20560
2199	16148	20552
2200	16155	20545
2201	16162	20537
2202	16170	20531
2203	16177	20522
2204	16184	20514
2205	16190	20506
2206	16198	20499
2207	16204	20490
2208	16212	20483
2209	16218	20475
2210	16225	20467
2211	16232	20459
2212	16239	20451
2213	16245	20442
2214	16252	20434
2215	16259	20426
2216	16265	20417
2217	16272	20410
2218	16279	20402
2219	16288	20397
2220	16295	20389
2221	16302	20381
2222	16309	20374
2223	16316	20366
2224	16323	20358
2225	16330	20351
2226	16338	20344
2227	16345	20336
2228	16352	20328
2229	16359	20320
2230	16367	20314
2231	16374	20307
2232	16381	20299
2233	16388	20291
2234	16394	20282
2235	16401	20274
2236	16409	20267
2237	16416	20260
2238	16423	20251
2239	16429	20244
2240	16438	20237
2241	16445	20230
2242	16452	20222
2243	16458	20213
2244	16465	20205
2245	16472	20197
2246	16478	20189
2247	16486	20183
2248	16493	20174
2249	16509	20177
2250	16517	20171
2251	16524	20163
2252	16530	20155
2253	16537	20147
2254	16543	20138
2255	16550	20130
2256	16557	20123
2257	16565	20116
2258	16572	20108
2259	16580	20101
2260	16586	20093
2261	16593	20085
2262	16599	20076
2263	16607	20070
2264	16614	20062
2265	16621	20054
2266	16627	20045
2267	16634	20037
2268	16641	20029
2269	16647	20021
2270	16653	20012
2271	16660	20004
2272	16666	19995
2273	16673	19987
2274	16680	19979
2275	16687	19972
2276	16695	19965
2277	16702	19957
2278	16708	19949
2279	16717	19943
2280	16723	19935
2281	16730	19927
2282	16737	19918
2283	16744	19911
2284	16750	19902
2285	16757	19895
2286	16765	19888
2287	16772	19880
2288	16787	19882
2289	16794	19874
2290	16801	19866
2291	16807	19858
2292	16814	19850
2293	16820	19842
2294	16828	19834
2295	16836	19828
2296	16843	19821
2297	16850	19813
2298	16856	19804
2299	16864	19797
2300	16872	19791
2301	16879	19783
2302	16886	19775
2303	16893	19767
2304	16899	19758
2305	16906	19750
2306	16914	19744
2307	16920	19736
2308	16927	19728
2309	16934	19720
2310	16941	19712
2311	16948	19704
2312	16955	19697
2313	16963	19690
2314	16970	19683
2315	16977	19675
2316	16984	19667
2317	16992	19660
2318	17000	19653
2319	17006	19645
2320	17013	19637
2321	17020	19629
2322	17026	19621
2323	17035	19615
2324	17041	19606
2325	17048	19598
2326	17054	19590
2327	17062	19583
2328	17069	19575
2329	17076	19568
2330	17083	19560
2331	17089	19552
2332	17096	19544
2333	17103	19535
2334	17112	19530
2335	17118	19522
2336	17125	19514
2337	17132	19506
2338	17140	19500
2339	17147	19492
2340	17153	19483
2341	17160	19475
2342	17167	19467
2343	17173	19459
2344	17180	19451
2345	17188	19444
2346	17194	19436
2347	17200	19427
2348	17207	19419
2349	17214	19411
2350	17220	19403
2351	17227	19395
2352	17235	19389
2353	17242	19380
2354	17249	19373
2355	17255	19365
2356	17264	19359
2357	17271	19351
2358	17277	19343
2359	17285	19336
2360	17292	19328
2361	17298	19319
2362	17305	19312
2363	17313	19305
2364	17320	19297
2365	17327	19290
2366	17334	19282
2367	17343	19276
2368	17349	19268
2369	17356	19260
2370	17362	19252
2371	17369	19244
2372	17376	19236
2373	17384	19229
2374	17391	19222
2375	17398	19214
2376	17405	19206
2377	17412	19198
2378	17421	19193
2379	17428	19185
2380	17434	19177
2381	17442	19170
2382	17449	19162
2383	17456	19154
2384	17464	19148
2385	17471	19141
2386	17478	19133
2387	17484	19124
2388	17491	19117
2389	17498	19109
2390	17506	19102
2391	17514	19095
2392	17521	19088
2393	17528	19080
2394	17537	19075
2395	17545	19068
2396	17553	19061
2397	17560	19053
2398	17567	19046
2399	17574	19038
2400	17583	19033
2401	17590	19026
2402	17597	19018
2403	17605	19011
2404	17611	19003
2405	17619	18995
2406	17626	18988
2407	17633	18981
2408	17640	18973
2409	17647	18965
2410	17656	18959
2411	17664	18953
2412	17671	18945
2413	17678	18938
2414	17685	18930
2415	17693	18923
2416	17700	18915
2417	17706	18907
2418	17713	18899
2419	17720	18892
2420	17726	18883
2421	17735	18877
2422	17741	18869
2423	17748	18861
2424	17755	18853
2425	17761	18845
2426	17768	18837
2427	17775	18830
2428	17784	18824
2429	17791	18816
2430	17798	18808
2431	17804	18800
2432	17812	18793
2433	17818	18785
2434	17825	18777
2435	17832	18769
2436	17839	18761
2437	17846	18753
2438	17853	18746
2439	17861	18740
2440	17868	18732
2441	17875	18724
2442	17882	18716
2443	17891	18711
2444	17898	18703
2445	17904	18695
2446	17911	18687
2447	17918	18680
2448	17925	18671
2449	17933	18665
2450	17940	18657
2451	17946	18649
2452	17954	18642
2453	17960	18634
2454	17967	18626
2455	17974	18618
2456	17981	18610
2457	17987	18602
2458	17994	18594
2459	18001	18587
2460	18021	18592
2461	18028	18584
2462	18034	18576
2463	18041	18568
2464	18049	18561
2465	18057	18555
2466	18063	18546
2467	18070	18539
2468	18077	18531
2469	18086	18526
2470	18093	18518
2471	18101	18511
2472	18107	18503
2473	18114	18495
2474	18121	18487
2475	18128	18480
2476	18136	18472
2477	18143	18465
2478	18149	18457
2479	18156	18449
2480	18163	18441
2481	18170	18433
2482	18177	18425
2483	18184	18418
2484	18191	18410
2485	18197	18402
2486	18205	18395
2487	18212	18388
2488	18218	18379
2489	18225	18372
2490	18232	18364
2491	18240	18357
2492	18246	18349
2493	18254	18342
2494	18260	18333
2495	18266	18325
2496	18273	18317
2497	18281	18310
2498	18289	18304
2499	18296	18296
2500	18303	18289
2501	18310	18281
2502	18318	18274
2503	18326	18267
2504	18332	18259
2505	18338	18250
2506	18350	18247
2507	18357	18240
2508	18365	18233
2509	18371	18225
2510	18378	18217
2511	18384	18209
2512	18391	18201
2513	18398	18193
2514	18407	18187
2515	18414	18180
2516	18421	18172
2517	18427	18164
2518	18437	18159
2519	18443	18151
2520	18450	18143
2521	18458	18136
2522	18464	18128
2523	18471	18120
2524	18479	18113
2525	18487	18106
2526	18493	18098
2527	18500	18090
2528	18507	18083
2529	18515	18076
2530	18522	18068
2531	18529	18061
2532	18536	18053
2533	18542	18044
2534	18549	18037
2535	18556	18030
2536	18564	18022
2537	18570	18014
2538	18577	18006
2539	18583	17998
2540	18590	17990
2541	18597	17983
2542	18604	17975
2543	18610	17966
2544	18617	17959
2545	18623	17951
2546	18631	17944
2547	18639	17936
2548	18645	17929
2549	18652	17921
2550	18659	17913
2551	18666	17905
2552	18672	17897
2553	18681	17891
2554	18688	17883
2555	18696	17877
2556	18704	17870
2557	18712	17863
2558	18719	17855
2559	18725	17847
2560	18732	17839
2561	18739	17832
2562	18745	17823
2563	18752	17816
2564	18759	17808
2565	18766	17800
2566	18773	17793
2567	18779	17785
2568	18787	17778
2569	18794	17770
2570	18801	17762
2571	18808	17755
2572	18814	17747
2573	18821	17739
2574	18829	17732
2575	18846	17734
2576	18853	17726
2577	18860	17719
2578	18867	17711
2579	18875	17705
2580	18882	17696
2581	18888	17689
2582	18895	17681
2583	18902	17673
2584	18909	17665
2585	18917	17659
2586	18924	17651
2587	18930	17643
2588	18938	17636
2589	18945	17628
2590	18953	17622
2591	18960	17614
2592	18967	17606
2593	18974	17599
2594	18980	17591
2595	18987	17583
2596	18994	17575
2597	19000	17566
2598	19006	17558
2599	19012	17550
2600	19018	17541
2601	19025	17534
2602	19033	17527
2603	19040	17519
2604	19047	17511
2605	19054	17504
2606	19061	17497
2607	19069	17490
2608	19077	17483
2609	19083	17475
2610	19091	17467
2611	19097	17459
2612	19105	17453
2613	19111	17444
2614	19118	17437
2615	19125	17429
2616	19132	17421
2617	19138	17413
2618	19145	17405
2619	19152	17397
2620	19158	17389
2621	19165	17382
2622	19172	17374
2623	19181	17368
2624	19187	17360
2625	19194	17352
2626	19200	17343
2627	19206	17335
2628	19213	17327
2629	19219	17319
2630	19227	17313
2631	19234	17305
2632	19241	17297
2633	19248	17290
2634	19257	17284
2635	19264	17276
2636	19271	17268
2637	19277	17260
2638	19285	17253
2639	19292	17246
2640	19300	17239
2641	19307	17232
2642	19314	17224
2643	19321	17216
2644	19328	17209
2645	19335	17201
2646	19341	17193
2647	19348	17185
2648	19354	17177
2649	19362	17170
2650	19369	17162
2651	19379	17158
2652	19386	17150
2653	19393	17142
2654	19399	17134
2655	19406	17127
2656	19413	17119
2657	19422	17113
2658	19428	17105
2659	19436	17097
2660	19443	17090
2661	19451	17084
2662	19458	17076
2663	19464	17068
2664	19471	17060
2665	19477	17052
2666	19484	17044
2667	19491	17036
2668	19498	17029
2669	19505	17021
2670	19512	17014
2671	19519	17006
2672	19528	17000
2673	19535	16993
2674	19542	16985
2675	19549	16977
2676	19556	16970
2677	19562	16961
2678	19569	16954
2679	19578	16948
2680	19584	16940
2681	19591	16932
2682	19597	16924
2683	19607	16919
2684	19613	16911
2685	19621	16903
2686	19627	16895
2687	19634	16887
2688	19640	16879
2689	19648	16873
2690	19656	16866
2691	19663	16858
2692	19671	16852
2693	19679	16845
2694	19686	16837
2695	19694	16830
2696	19702	16824
2697	19709	16816
2698	19716	16809
2699	19724	16802
2700	19731	16794
2701	19738	16787
2702	19745	16779
2703	19753	16772
2704	19761	16765
2705	19768	16758
2706	19777	16752
2707	19785	16745
2708	19793	16739
2709	19801	16732
2710	19818	16733
2711	19825	16725
2712	19832	16718
2713	19838	16710
2714	19846	16703
2715	19854	16696
2716	19861	16688
2717	19867	16680
2718	19874	16672
2719	19881	16665
2720	19889	16658
2721	19895	16650
2722	19902	16642
2723	19908	16634
2724	19915	16626
2725	19923	16620
2726	19931	16613
2727	19938	16605
2728	19945	16597
2729	19951	16590
2730	19959	16583
2731	19966	16575
2732	19974	16568
2733	19980	16560
2734	19987	16552
2735	19994	16544
2736	20002	16538
2737	20009	16530
2738	20015	16522
2739	20022	16514
2740	20028	16506
2741	20035	16498
2742	20042	16491
2743	20050	16485
2744	20057	16477
2745	20065	16470
2746	20072	16463
2747	20081	16456
2748	20089	16450
2749	20096	16442
2750	20103	16434
2751	20110	16427
2752	20117	16419
2753	20127	16414
2754	20134	16407
2755	20141	16399
2756	20149	16392
2757	20157	16386
2758	20165	16379
2759	20173	16372
2760	20180	16364
2761	20187	16357
2762	20195	16350
2763	20214	16352
2764	20221	16345
2765	20228	16337
2766	20236	16330
2767	20243	16323
2768	20252	16317
2769	20259	16310
2770	20266	16302
2771	20275	16296
2772	20284	16290
2773	20291	16283
2774	20300	16276
2775	20307	16269
2776	20314	16262
2777	20324	16256
2778	20331	16249
2779	20339	16242
2780	20346	16234
2781	20356	16229
2782	20364	16222
2783	20371	16214
2784	20378	16207
2785	20385	16200
2786	20393	16193
2787	20402	16187
2788	20409	16180
2789	20417	16172
2790	20424	16165
2791	20433	16159
2792	20440	16151
2793	20447	16144
2794	20455	16137
2795	20462	16130
2796	20469	16122
2797	20478	16116
2798	20485	16109
2799	20492	16101
2800	20500	16094
2801	20507	16086
2802	20514	16079
2803	20536	16083
2804	20543	16076
2805	20553	16070
2806	20560	16063
2807	20568	16056
2808	20576	16049
2809	20583	16041
2810	20590	16034
2811	20599	16028
2812	20606	16021
2813	20613	16013
2814	20622	16006
2815	20630	16000
2816	20638	15993
2817	20646	15986
2818	20653	15979
2819	20661	15971
2820	20668	15964
2821	20677	15958
2822	20686	15952
2823	20693	15945
2824	20700	15937
2825	20708	15930
2826	20714	15922
2827	20721	15914
2828	20729	15907
2829	20736	15900
2830	20743	15893
2831	20753	15887
2832	20761	15880
2833	20768	15872
2834	20775	15865
2835	20785	15860
2836	20793	15853
2837	20800	15846
2838	20808	15839
2839	20815	15831
2840	20823	15824
2841	20831	15818
2842	20838	15810
2843	20846	15803
2844	20853	15795
2845	20860	15788
2846	20867	15780
2847	20876	15774
2848	20883	15767
2849	20891	15760
2850	20898	15752
2851	20905	15745
2852	20912	15737
2853	20920	15730
2854	20927	15722
2855	20935	15716
2856	20942	15708
2857	20952	15703
2858	20959	15695
2859	20967	15688
2860	20975	15682
2861	20984	15676
2862	20992	15668
2863	20998	15661
2864	21005	15653
2865	21013	15646
2866	21020	15638
2867	21028	15632
2868	21036	15625
2869	21043	15617
2870	21051	15610
2871	21059	15603
2872	21066	15596
2873	21073	15588
2874	21080	15581
2875	21087	15573
2876	21094	15566
2877	21103	15560
2878	21110	15552
2879	21118	15545
2880	21125	15538
2881	21132	15530
2882	21140	15523
2883	21148	15516
2884	21155	15509
2885	21163	15501
2886	21169	15494
2887	21178	15487
2888	21186	15480
2889	21193	15473
2890	21201	15466
2891	21208	15459
2892	21215	15451
2893	21224	15445
2894	21232	15438
2895	21240	15431
2896	21248	15424
2897	21256	15417
2898	21263	15410
2899	21270	15402
2900	21277	15395
2901	21285	15388
2902	21294	15381
2903	21301	15374
2904	21308	15367
2905	21316	15360
2906	21322	15352
2907	21330	15344
2908	21338	15337
2909	21358	15339
2910	21365	15332
2911	21375	15326
2912	21382	15319
2913	21390	15312
2914	21398	15305
2915	21405	15298
2916	21413	15291
2917	21422	15284
2918	21430	15277
2919	21437	15270
2920	21444	15262
2921	21453	15256
2922	21460	15249
2923	21467	15241
2924	21474	15234
2925	21482	15227
2926	21489	15219
2927	21498	15213
2928	21505	15205
2929	21512	15198
2930	21520	15191
2931	21529	15184
2932	21536	15177
2933	21544	15170
2934	21551	15163
2935	21559	15156
2936	21567	15149
2937	21575	15142
2938	21583	15135
2939	21589	15127
2940	21598	15120
2941	21605	15113
2942	21613	15106
2943	21621	15099
2944	21629	15092
2945	21635	15084
2946	21644	15078
2947	21651	15071
2948	21658	15063
2949	21665	15055
2950	21672	15048
2951	21679	15040
2952	21686	15033
2953	21694	15025
2954	21700	15018
2955	21708	15010
2956	21715	15003
2957	21724	14997
2958	21732	14989
2959	21739	14982
2960	21747	14975
2961	21753	14967
2962	21761	14960
2963	21771	14955
2964	21779	14948
2965	21794	14946
2966	21802	14939
2967	21809	14931
2968	21819	14925
2969	21827	14919
2970	21836	14912
2971	21844	14905
2972	21851	14898
2973	21859	14891
2974	21867	14884
2975	21875	14877
2976	21883	14870
2977	21892	14864
2978	21900	14857
2979	21907	14850
2980	21915	14843
2981	21923	14836
2982	21932	14829
2983	21938	14821
2984	21945	14814
2985	21952	14806
2986	21959	14798
2987	21967	14792
2988	21975	14785
2989	21982	14777
2990	21989	14770
2991	21997	14762
2992	22004	14755
2993	22013	14749
2994	22020	14741
2995	22028	14734
2996	22036	14728
2997	22044	14720
2998	22051	14713
2999	22059	14706
3000	22066	14699
3001	22074	14691
3002	22082	14684
3003	22089	14677
3004	22097	14670
3005	22104	14662
3006	22111	14655
3007	22119	14648
3008	22126	14640
3009	22133	14633
3010	22140	14625
3011	22148	14618
3012	22157	14612
3013	22164	14604
3014	22172	14597
3015	22179	14589
3016	22188	14583
3017	22195	14576
3018	22202	14569
3019	22210	14561
3020	22217	14554
3021	22224	14546
3022	22233	14540
3023	22240	14533
3024	22248	14525
3025	22255	14518
3026	22262	14510
3027	22269	14503
3028	22279	14497
3029	22289	14492
3030	22297	14484
3031	22305	14477
3032	22313	14471
3033	22320	14463
3034	22328	14456
3035	22335	14448
3036	22342	14441
3037	22351	14435
3038	22358	14427
3039	22366	14420
3040	22374	14413
3041	22383	14407
3042	22391	14400
3043	22398	14392
3044	22405	14385
3045	22413	14378
3046	22420	14370
3047	22429	14364
3048	22437	14357
3049	22445	14350
3050	22452	14342
3051	22460	14335
3052	22467	14328
3053	22474	14320
3054	22480	14312
3055	22487	14305
3056	22494	14297
3057	22502	14290
3058	22509	14282
3059	22516	14275
3060	22523	14267
3061	22529	14259
3062	22536	14251
3063	22543	14243
3064	22549	14236
3065	22556	14228
3066	22563	14221
3067	22570	14213
3068	22578	14206
3069	22586	14199
3070	22592	14191
3071	22599	14183
3072	22606	14175
3073	22613	14168
3074	22620	14160
3075	22628	14153
3076	22634	14145
3077	22641	14138
3078	22648	14130
3079	22655	14122
3080	22662	14115
3081	22668	14107
3082	22674	14099
3083	22681	14091
3084	22687	14083
3085	22694	14075
3086	22702	14068
3087	22710	14061
3088	22716	14053
3089	22722	14045
3090	22730	14038
3091	22737	14031
3092	22745	14023
3093	22752	14016
3094	22758	14007
3095	22764	14000
3096	22771	13991
3097	22780	13985
3098	22787	13978
3099	22795	13971
3100	22801	13963
3101	22809	13956
3102	22816	13948
3103	22825	13942
3104	22831	13934
3105	22839	13927
3106	22845	13919
3107	22853	13912
3108	22861	13904
3109	22867	13896
3110	22874	13889
3111	22880	13881
3112	22887	13873
3113	22894	13865
3114	22903	13859
3115	22909	13851
3116	22915	13843
3117	22922	13835
3118	22931	13829
3119	22938	13821
3120	22944	13813
3121	22951	13806
3122	22958	13798
3123	22964	13790
3124	22971	13783
3125	22979	13775
3126	22986	13768
3127	22993	13760
3128	23000	13753
3129	23008	13746
3130	23014	13738
3131	23021	13730
3132	23028	13722
3133	23034	13715
3134	23041	13707
3135	23048	13699
3136	23055	13691
3137	23062	13684
3138	23069	13676
3139	23075	13668
3140	23084	13662
3141	23090	13654
3142	23097	13647
3143	23103	13638
3144	23110	13631
3145	23116	13623
3146	23123	13615
3147	23132	13608
3148	23138	13601
3149	23146	13593
3150	23152	13585
3151	23161	13579
3152	23167	13571
3153	23174	13563
3154	23181	13556
3155	23188	13548
3156	23195	13540
3157	23201	13533
3158	23209	13526
3159	23217	13519
3160	23224	13511
3161	23230	13503
3162	23237	13495
3163	23243	13487
3164	23251	13480
3165	23258	13473
3166	23265	13465
3167	23273	13458
3168	23280	13451
3169	23287	13443
3170	23293	13435
3171	23301	13428
3172	23308	13420
3173	23315	13413
3174	23322	13405
3175	23332	13399
3176	23339	13392
3177	23347	13385
3178	23356	13378
3179	23363	13371
3180	23371	13364
3181	23378	13357
3182	23385	13349
3183	23394	13343
3184	23401	13335
3185	23409	13328
3186	23416	13320
3187	23423	13313
3188	23430	13305
3189	23436	13298
3190	23443	13290
3191	23450	13282
3192	23456	13274
3193	23464	13267
3194	23473	13261
3195	23494	13261
3196	23500	13253
3197	23507	13245
3198	23515	13238
3199	23522	13231
3200	23529	13223
3201	23536	13216
3202	23544	13209
3203	23551	13201
3204	23558	13194
3205	23565	13186
3206	23572	13178
3207	23578	13171
3208	23585	13163
3209	23593	13156
3210	23600	13148
3211	23606	13141
3212	23613	13133
3213	23620	13125
3214	23627	13118
3215	23634	13110
3216	23641	13102
3217	23648	13095
3218	23655	13088
3219	23663	13081
3220	23671	13074
3221	23678	13066
3222	23685	13058
3223	23691	13050
3224	23698	13043
3225	23704	13035
3226	23713	13028
