iter	RMSE
282	0.1231532614
283	0.1229341148
284	0.1227442604
285	0.1225463814
286	0.1223474245
287	0.1221349613
288	0.1219511704
289	0.1217211212
290	0.1215389123
291	0.1213460059
292	0.1211517196
293	0.1209400533
294	0.1207960692
295	0.1206118462
296	0.120387814
297	0.1201952017
298	0.1199809306
299	0.1198179819
300	0.1195806869
301	0.1194076544
302	0.119198781
303	0.1190098145
304	0.1188375506
305	0.1186793921
306	0.1185008512
307	0.1183347541
308	0.1181442855
309	0.1179631594
310	0.1178089407
311	0.1176393801
312	0.1174394033
313	0.1172720055
314	0.1171129029
315	0.1169830535
316	0.1168346178
317	0.1166785757
318	0.1165172205
319	0.1163626918
320	0.1161826225
321	0.1160034873
322	0.1158394338
323	0.1156715225
324	0.115523741
325	0.1153794986
326	0.1151986931
327	0.1150316893
328	0.1149106141
329	0.1146960801
330	0.1145498381
331	0.11440944
332	0.1142533561
333	0.1141375173
334	0.1139943291
335	0.1138459172
336	0.1136978317
337	0.1135313079
338	0.1133443659
339	0.1131838739
340	0.113006458
341	0.1128440107
342	0.1126832691
343	0.1125238288
344	0.1123861592
345	0.1122050984
346	0.1120521406
347	0.1119274838
348	0.1117534233
349	0.1116137455
350	0.1114816184
351	0.1113215946
352	0.1111711909
353	0.1110237616
354	0.11088329
355	0.1107200281
356	0.1105998778
357	0.1104296984
358	0.1102924544
359	0.1101305831
360	0.110003606
361	0.109845605
362	0.1096977767
363	0.1095593149
364	0.1094314069
365	0.1092862562
366	0.1091905174
367	0.1090691148
368	0.1089065679
369	0.1087688884
370	0.1086488023
371	0.1085186211
372	0.1083974804
373	0.108260677
374	0.1080778433
375	0.1079367959
376	0.1077828319
377	0.1076347237
378	0.107480192
379	0.1073521002
380	0.1072144532
381	0.1071137999
382	0.1069657151
383	0.1068560582
384	0.1067119383
385	0.106548159
386	0.1064274212
387	0.1062896508
388	0.106185171
389	0.1060605229
390	0.1059438977
391	0.1058227481
392	0.1057125893
393	0.1055942909
394	0.1054811174
395	0.1053581804
396	0.1052271409
397	0.1051263293
398	0.1050365961
399	0.1049134996
400	0.1047840255
401	0.1046845037
402	0.1045764081
403	0.1044705031
404	0.1043177056
405	0.1042160887
406	0.1040846065
407	0.1039816257
408	0.1038770607
409	0.1037614398
410	0.1036532604
411	0.1035653364
412	0.103457083
413	0.1033300763
414	0.1032412417
415	0.1031255545
416	0.1030152908
417	0.1029291522
418	0.102824712
419	0.1026923843
420	0.1026047791
421	0.1025268163
422	0.102418851
423	0.1022966193
424	0.1022157628
425	0.1020968037
426	0.1019916358
427	0.1018998145
428	0.101811643
429	0.1016764115
430	0.1015734032
431	0.1014658741
432	0.1013582863
433	0.1012343944
434	0.1011720601
435	0.1010786345
436	0.100973375
437	0.1008454448
438	0.100750478
439	0.100661865
440	0.1005818121
441	0.1004960628
442	0.1003749464
443	0.1002888642
444	0.1001767535
445	0.1000736814
446	0.09999218543
447	0.099900048
448	0.09981083595
449	0.09970540611
450	0.09959965811
451	0.09949569496
452	0.09939983406
453	0.09931990348
454	0.09919449788
455	0.09913442679
456	0.09903505381
457	0.09896295479
458	0.09887321083
459	0.09880104274
460	0.09870511548
461	0.09863851776
462	0.0985008873
463	0.09843086262
464	0.0983550861
465	0.098235968
466	0.09815342501
467	0.0980755213
468	0.09800722321
469	0.09789313394
470	0.09779033384
471	0.09772134062
472	0.0976568816
473	0.09757714189
474	0.09752532394
475	0.09741950049
476	0.09731759173
477	0.0971905155
478	0.09707988433
479	0.09699346343
480	0.09692654229
481	0.09686089317
482	0.09678522752
483	0.09672235517
484	0.09664963623
485	0.09658792606
486	0.09649705006
487	0.09640436309
488	0.09630765798
489	0.09622197771
490	0.09613723423
491	0.09608163422
492	0.09599207332
493	0.09589772229
494	0.0958018059
495	0.09572846853
496	0.0956481772
497	0.09557263983
498	0.09549760253
499	0.09541582196
500	0.09535258995
501	0.09524718146
502	0.09516718882
503	0.09507991893
504	0.09500492151
505	0.09493464034
506	0.09485445578
507	0.09481318369
508	0.09471853383
509	0.09461476711
510	0.09455658977
511	0.09444700675
512	0.09436634817
513	0.09431987197
514	0.09422191242
515	0.09417935202
516	0.0940666306
517	0.09399560232
518	0.09393963304
519	0.09387605641
520	0.09380822299
521	0.09369445094
522	0.09363140444
523	0.0935492848
524	0.09349468376
525	0.09339904939
526	0.09333264215
527	0.09324461459
528	0.0931641185
529	0.09308169225
530	0.09300850892
531	0.09294534162
532	0.0928809845
533	0.09279163946
534	0.09270018065
535	0.09263874927
536	0.0925742049
537	0.0925056598
538	0.09242515106
539	0.09236473392
540	0.09229356606
541	0.09223804144
542	0.09215476437
543	0.09209127604
544	0.09201836005
545	0.09195405153
546	0.09182849913
547	0.09174311908
548	0.09168586005
549	0.091601983
550	0.09153675163
551	0.09146799508
552	0.09140687535
553	0.09133064316
554	0.09125048628
555	0.09115620617
556	0.09110913568
557	0.09104149102
558	0.09093761633
559	0.09086990746
560	0.09080881109
561	0.09074124853
562	0.09067196412
563	0.0906129419
564	0.09054731523
565	0.09047389858
566	0.09038070074
567	0.09030160854
568	0.0902836368
569	0.09022462655
570	0.09016975413
571	0.09011593963
572	0.09002864088
573	0.09001006419
574	0.08991322505
575	0.08985846328
576	0.08976647064
577	0.08966502335
578	0.08958636819
579	0.08952332467
580	0.08947997017
581	0.08942351442
582	0.08934253437
583	0.08929556756
584	0.08923725453
585	0.08916661959
586	0.08909346381
587	0.08904317585
588	0.08898739133
589	0.08887919375
590	0.08881711916
591	0.08876630775
592	0.08873116297
593	0.08865349339
594	0.08859523849
595	0.08851483173
596	0.08846721417
597	0.08840281125
598	0.08834092191
599	0.0882734255
600	0.08822478154
601	0.08819647645
602	0.08810193007
603	0.08803792961
604	0.08793480366
605	0.08792177485
606	0.08783007272
607	0.08777016847
608	0.08772051534
609	0.0876560371
610	0.08757245016
611	0.08751241464
612	0.08744537251
613	0.08736289744
614	0.08730972538
615	0.08722638905
616	0.08718233076
617	0.08710195418
618	0.0870589427
619	0.08700065292
620	0.08695234911
621	0.08689137119
622	0.0868419563
623	0.08677973343
624	0.0867180221
625	0.08660724192
626	0.08656492355
627	0.08649755885
628	0.08644521838
629	0.08639223386
630	0.08633240339
631	0.08626823743
632	0.08617295443
633	0.08611084856
634	0.08605485974
635	0.08598388173
636	0.08593084177
637	0.0858666151
638	0.0858106512
639	0.08577778221
640	0.08575119122
641	0.08568980748
642	0.08562972188
643	0.0856117616
644	0.0855724321
645	0.08548919703
646	0.08540990444
647	0.08539335134
648	0.08530399803
649	0.08525155577
650	0.08520602357
651	0.08512691766
652	0.08506882812
653	0.08502039629
654	0.08494891442
655	0.08487345064
656	0.08478775376
657	0.08472314938
658	0.08467448221
659	0.08459475232
660	0.08451557359
661	0.08445866666
662	0.0844282308
663	0.08433927659
664	0.08427334043
665	0.08421277744
666	0.08417312411
667	0.08412305498
668	0.08405546724
669	0.08401704793
670	0.08397393363
671	0.08393024852
672	0.08387387979
673	0.08381061116
674	0.08374772652
675	0.08367293997
676	0.08361054232
677	0.08354203617
678	0.083482581
679	0.08340928508
680	0.08336826646
681	0.08329768289
682	0.08323499808
683	0.08316618853
684	0.08310421669
685	0.08306225691
686	0.08302094454
687	0.08294685205
688	0.08287597454
689	0.08281804545
690	0.08276416653
691	0.08274099962
692	0.08268316376
693	0.08262287439
694	0.08259127816
695	0.08255433999
696	0.08248892191
697	0.0824244818
698	0.08237134274
699	0.08230638685
700	0.082250378
701	0.08217512653
702	0.08212310014
703	0.08202688298
704	0.08200839773
705	0.08194316757
706	0.08186542079
707	0.08181968234
708	0.08175685002
709	0.08169489268
710	0.08165201822
711	0.081593406
712	0.08152379846
713	0.08148590106
714	0.08141302705
715	0.08138817079
716	0.08135293701
717	0.08127407652
718	0.08123645476
719	0.08119742379
720	0.08115430442
721	0.08109781138
722	0.08105900926
723	0.08104320955
724	0.08097563496
725	0.08092436436
726	0.08088805808
727	0.08087402956
728	0.08082718539
729	0.08081428317
730	0.08079193321
731	0.08075181936
732	0.08071648436
733	0.0806437903
734	0.08062648262
735	0.08055062291
736	0.08052238356
737	0.08046663916
738	0.08044962157
739	0.08037929303
740	0.08036273994
741	0.08029744301
742	0.08026475754
743	0.08021209463
744	0.08013785936
745	0.08008806381
746	0.08002716941
747	0.07995020583
748	0.07985715325
749	0.07984115104
750	0.07974736129
751	0.07972387137
752	0.07962955013
753	0.07958111816
754	0.07954343103
755	0.0795148661
756	0.07949149317
757	0.07944404204
758	0.07937601874
759	0.07930673173
760	0.07923856061
761	0.07918736207
762	0.07912667507
763	0.0790771391
764	0.07902351132
765	0.07898020152
766	0.07894230324
767	0.07891748602
768	0.07883609565
769	0.078761057
770	0.0787035747
771	0.07864957709
772	0.07857552656
773	0.07853851372
774	0.07847607959
775	0.0784005304
776	0.07835849962
777	0.07832402271
778	0.07828230353
779	0.07822535586
780	0.07816142867
781	0.078132536
782	0.07807941015
783	0.07800788077
784	0.07794389243
785	0.07788910731
786	0.07783568404
787	0.07778873124
788	0.07776234927
789	0.07772905028
790	0.07769884019
791	0.07763865531
792	0.07757841074
793	0.07752379763
794	0.07751115194
795	0.07743437512
796	0.07735645783
797	0.07728643579
798	0.07722874199
799	0.0771658249
800	0.07711147068
801	0.07704294915
802	0.0770102215
803	0.07697219192
804	0.07691747681
805	0.07684806205
806	0.07680400073
807	0.07675969611
808	0.07670340272
809	0.07667080697
810	0.07663737469
811	0.07657291609
812	0.07654711525
813	0.07648536636
814	0.07641330515
815	0.07633588741
816	0.07632479128
817	0.07628533482
818	0.07625435291
819	0.0762142243
820	0.07620161859
821	0.07616591269
822	0.07614393483
823	0.07613717369
824	0.07611166409
825	0.07610073981
826	0.0760326611
827	0.07598687938
828	0.07595981698
829	0.07588427813
830	0.07581105939
831	0.07575843799
832	0.07570054304
833	0.07566202615
834	0.0756319917
835	0.07554688884
836	0.07551200339
837	0.07545971897
838	0.07541510961
839	0.07534734816
840	0.07531590389
841	0.07529499098
842	0.07528499397
843	0.07525178889
844	0.07522770654
845	0.07519812889
846	0.07517224982
847	0.07512110076
848	0.07505964552
849	0.07504441693
850	0.07496204999
851	0.07489654665
852	0.07485149759
853	0.07480518388
854	0.07474245421
855	0.0747126794
856	0.07464577575
857	0.07459162562
858	0.07452381201
859	0.07447197252
860	0.07441708868
861	0.07440697228
862	0.07438256811
863	0.07432640057
864	0.07428209669
865	0.07425100615
866	0.07420211691
867	0.07415977592
868	0.07408492427
869	0.07404060874
870	0.07399685987
871	0.07393729813
872	0.0739001083
873	0.0738525936
874	0.0738422579
875	0.07382505575
876	0.07374259962
877	0.07370296562
878	0.07365754223
879	0.07362171509
880	0.07358081891
881	0.07352275583
882	0.0734415022
883	0.07337516072
884	0.07331060786
885	0.07330309362
886	0.0732934291
887	0.07323103156
888	0.0732233227
889	0.07318004745
890	0.07314762254
891	0.07307439789
892	0.07306704024
893	0.07299737002
894	0.0729550526
895	0.07291936969
896	0.07287152578
897	0.07284373863
898	0.07280801812
899	0.07277559463
900	0.07271574523
901	0.07265255231
902	0.07260568689
903	0.07259236237
904	0.07256949431
905	0.07248966995
906	0.0724588248
907	0.07241676413
908	0.07239984295
909	0.07237380613
910	0.07232085248
911	0.0722522885
912	0.0722086046
913	0.07213787064
914	0.07209319605
915	0.07203899645
916	0.0720350882
917	0.07201474671
918	0.07197575175
919	0.07192722432
920	0.07188908832
921	0.07186210282
922	0.07185469397
923	0.07183999029
924	0.07182841094
925	0.07176095917
926	0.07172833723
927	0.07169758918
928	0.07165012224
929	0.07164250277
930	0.07157153447
931	0.07155148009
932	0.07152156965
933	0.07144042245
934	0.07142591628
935	0.07137334948
936	0.07129589939
937	0.0712322894
938	0.07120902781
939	0.07120322936
940	0.07113726785
941	0.07111875963
942	0.07108170848
943	0.07103532106
944	0.07097039056
945	0.0709640732
946	0.07090259531
947	0.07085059921
948	0.07081219203
949	0.0707734132
950	0.0707626794
951	0.07073751692
952	0.0706673534
953	0.07059710408
954	0.07054989933
955	0.07048186532
956	0.07042001884
957	0.07040282943
958	0.07036655509
959	0.0703289508
960	0.07024602805
961	0.0702378834
962	0.07018682131
963	0.07017369421
964	0.07011956429
965	0.07008203999
966	0.0700765087
967	0.07002933368
968	0.07002124932
969	0.06995500081
970	0.0699054805
971	0.06989066452
972	0.06985534794
973	0.06982447205
974	0.06980635083
975	0.06979542556
976	0.06978835939
977	0.06972496098
978	0.06966865503
979	0.06962128752
980	0.06955484393
981	0.06954876001
982	0.06948560991
983	0.06944772297
984	0.06942596087
985	0.06938289213
986	0.0693565318
987	0.06930543326
988	0.06927217572
989	0.06921608853
990	0.0692056614
991	0.06920025867
992	0.06915521588
993	0.06914986597
994	0.06914298875
995	0.06910484399
996	0.06905894684
997	0.069042658
998	0.06900122357
999	0.06895411425
1000	0.06894219454
1001	0.06891475401
1002	0.0688641504
1003	0.06882597846
1004	0.06875517028
1005	0.06868259831
1006	0.06861633483
1007	0.06859731158
1008	0.06852532343
1009	0.06846197459
1010	0.06842842638
1011	0.06840960523
1012	0.06836606012
1013	0.06830504383
1014	0.06824835905
1015	0.06824391015
1016	0.06820146518
1017	0.06813759346
1018	0.06813176079
1019	0.06808740497
1020	0.06808255247
1021	0.06803480914
1022	0.0679851833
1023	0.06795252439
1024	0.06794700051
1025	0.06789026962
1026	0.06786206446
1027	0.06784197848
1028	0.06778511468
1029	0.06771171958
1030	0.06770645839
1031	0.06768410085
1032	0.06763046568
1033	0.06757290258
1034	0.06755194456
1035	0.06750870755
1036	0.06747025202
1037	0.06743601394
1038	0.06739837582
1039	0.0673780074
1040	0.06736739024
1041	0.06736222748
1042	0.06733819034
1043	0.06729099308
1044	0.06727270721
1045	0.06721583563
1046	0.06716570097
1047	0.06713467178
1048	0.06708361214
1049	0.06706597373
1050	0.06701934382
1051	0.06696702279
1052	0.06692700875
1053	0.06688536906
1054	0.06685050441
1055	0.06681061296
1056	0.06680579556
1057	0.06676575253
1058	0.06675989553
1059	0.06670385887
1060	0.06668506128
1061	0.06664162368
1062	0.06657560553
1063	0.06657147336
1064	0.06653033857
1065	0.0664769269
1066	0.06644124609
1067	0.06643639192
1068	0.0663904695
1069	0.06636363178
1070	0.06631743661
1071	0.06625379564
1072	0.0662064382
1073	0.06612679152
1074	0.06609932226
1075	0.06604996965
1076	0.06600833386
1077	0.0659743708
1078	0.0659367768
1079	0.06592514167
1080	0.06589001865
1081	0.06584218148
1082	0.06578339925
1083	0.06574360891
1084	0.06569151711
1085	0.06566772286
1086	0.06560902628
1087	0.06560437276
1088	0.0655529387
1089	0.06551666804
1090	0.06548014515
1091	0.06542208646
1092	0.06541853147
1093	0.06538871791
1094	0.06534075398
1095	0.06527728367
1096	0.06524533769
1097	0.06520716301
1098	0.06515497882
1099	0.06509432418
1100	0.06508959118
1101	0.06502787432
1102	0.06499079527
1103	0.06492729117
1104	0.0648610551
1105	0.06480663299
1106	0.06475476771
1107	0.06468983243
1108	0.06463209223
1109	0.06458021232
1110	0.06451667415
1111	0.06447898092
1112	0.06441489222
1113	0.06437745706
1114	0.06432899081
1115	0.06429595394
1116	0.06425560702
1117	0.06420808991
1118	0.06416722329
1119	0.06413043067
1120	0.0640965199
1121	0.06405028729
1122	0.06400537517
1123	0.06394955967
1124	0.06389278367
1125	0.0638380329
1126	0.06381535271
1127	0.06377559455
1128	0.0637236461
1129	0.06369311215
1130	0.06365411461
1131	0.06360524475
1132	0.06356429236
1133	0.06350996215
1134	0.06347336339
1135	0.0634023543
1136	0.06338602512
1137	0.06335002356
1138	0.06334543983
1139	0.06329149683
1140	0.06324330472
1141	0.0631879133
1142	0.06318337954
1143	0.06312938298
1144	0.06308521552
1145	0.06302536157
1146	0.06297672556
1147	0.06294537352
1148	0.0628810166
1149	0.06283524359
1150	0.06279062593
1151	0.06274074538
1152	0.06269538608
1153	0.06267998582
1154	0.06264257121
1155	0.06263919652
1156	0.06263572274
1157	0.06260100482
1158	0.06255468521
1159	0.06253723247
1160	0.06249586112
1161	0.06244682607
1162	0.06244287765
1163	0.06240112446
1164	0.0623969472
1165	0.06232743702
1166	0.06227216237
1167	0.06223291877
1168	0.06218303174
1169	0.06217873477
1170	0.06213907855
1171	0.06211649193
1172	0.06209473199
1173	0.06205892938
1174	0.06205624897
1175	0.06201679738
1176	0.06196496583
1177	0.06192859879
1178	0.06188835542
1179	0.06184753688
1180	0.06181631008
1181	0.06180645721
1182	0.06180327557
1183	0.06176008104
1184	0.0617176016
1185	0.06167223017
1186	0.0616195974
1187	0.06158040064
1188	0.06154474004
1189	0.06151954901
1190	0.06151545029
1191	0.06149937859
1192	0.06143161616
1193	0.06141942662
1194	0.06135972107
1195	0.06134409101
1196	0.06130538493
1197	0.06126116116
1198	0.06122593181
1199	0.06118747802
1200	0.06114460586
1201	0.06109352963
1202	0.06106177537
1203	0.06101888382
1204	0.06098073737
1205	0.06096568091
1206	0.06094155396
1207	0.06091783132
1208	0.06086670858
1209	0.06086383844
1210	0.06080662178
1211	0.06075898966
1212	0.06075521762
1213	0.0607111992
1214	0.0606780808
1215	0.06064757198
1216	0.06061008464
1217	0.06058003444
1218	0.06056551711
1219	0.06056190003
1220	0.06052427756
1221	0.0604856013
1222	0.06044035403
1223	0.06038390352
1224	0.06032427222
1225	0.06032056658
1226	0.06028928644
1227	0.06025231769
1228	0.06019579266
1229	0.06014483605
1230	0.06010250016
1231	0.06006026187
1232	0.06001852339
1233	0.05996896707
1234	0.05995634845
1235	0.05991051039
1236	0.05986129121
1237	0.05982413462
1238	0.05978824623
1239	0.05976731307
1240	0.05972227614
1241	0.05967926228
1242	0.05962753207
1243	0.05959782326
1244	0.05955787388
1245	0.05951162231
1246	0.05947985929
1247	0.0594625282
1248	0.05942445147
1249	0.05939583316
1250	0.05937627693
1251	0.0593249582
1252	0.05929160562
1253	0.05926081398
1254	0.05923325775
1255	0.05920275932
1256	0.05915617922
1257	0.0591281213
1258	0.05909839665
1259	0.05909496621
1260	0.0590481094
1261	0.05901844388
1262	0.05897023899
1263	0.0589412059
1264	0.05890077959
1265	0.05888181375
1266	0.0588476138
1267	0.05879407363
1268	0.05874969891
1269	0.05871188311
1270	0.05866239146
1271	0.05862040113
1272	0.05861843861
1273	0.05861635199
1274	0.05858362746
1275	0.05855285879
1276	0.05851834611
1277	0.05848927557
1278	0.0584854669
1279	0.05845281482
1280	0.058423558
1281	0.0583664917
1282	0.0583340583
1283	0.05828439108
1284	0.05826870677
1285	0.05824240142
1286	0.05820289937
1287	0.05816326507
1288	0.05815950968
1289	0.05813713242
1290	0.05812229612
1291	0.05806936107
1292	0.05801475996
1293	0.05798114669
1294	0.0579230374
1295	0.05788533111
1296	0.05785920355
1297	0.05782599206
1298	0.0578118735
1299	0.05778455284
1300	0.05773495605
1301	0.05769333304
1302	0.05769015029
1303	0.05764274361
1304	0.05760472399
1305	0.05755936304
1306	0.05751503515
1307	0.05746110121
1308	0.05742313994
1309	0.05741532088
1310	0.05735132137
1311	0.05733987505
1312	0.05732779022
1313	0.05728804306
1314	0.0572267041
1315	0.0571913311
1316	0.05718814713
1317	0.05717847028
1318	0.05714409181
1319	0.05709356012
1320	0.05708146748
1321	0.05703042905
1322	0.05697562325
1323	0.05692217478
1324	0.05688864726
1325	0.05681709916
1326	0.05676846087
1327	0.05672263133
1328	0.0566970302
1329	0.05665038892
1330	0.05661727791
1331	0.05656499703
1332	0.05653972067
1333	0.05650825586
1334	0.05649500401
1335	0.05647104619
1336	0.05642758762
1337	0.05642453579
1338	0.05638160847
1339	0.05635132131
1340	0.05629212545
1341	0.05626490191
1342	0.05621588174
1343	0.05616231522
1344	0.05611065962
1345	0.0560722588
1346	0.0560244358
1347	0.05597411009
1348	0.05593813626
1349	0.05589697499
1350	0.05584473413
1351	0.05579022125
1352	0.05575178948
1353	0.05570951665
1354	0.0557070927
1355	0.05567401557
1356	0.05567118069
1357	0.05563652902
1358	0.05559626258
1359	0.05557881611
1360	0.05553161301
1361	0.05552013113
1362	0.05549781909
1363	0.05547887586
1364	0.05541357981
1365	0.05537389646
1366	0.05533326397
1367	0.05528795676
1368	0.05525687197
1369	0.0552035461
1370	0.05514138694
1371	0.05511357477
1372	0.05508211707
1373	0.05507945229
1374	0.05505639217
1375	0.05500817475
1376	0.05496913528
1377	0.05493654436
1378	0.05493363445
1379	0.05490851023
1380	0.05487524756
1381	0.05482688474
1382	0.05479853689
1383	0.0547964732
1384	0.05478337426
1385	0.05475035133
1386	0.05472322157
1387	0.05467650709
1388	0.05464704612
1389	0.0546079868
1390	0.05453816436
1391	0.05451103886
1392	0.05447900252
1393	0.05445755124
1394	0.05440834926
1395	0.05438813414
1396	0.05434184143
1397	0.05430434201
1398	0.05427921276
1399	0.05425231572
1400	0.054205893
1401	0.05416901269
1402	0.05416629054
1403	0.0541440039
1404	0.05414175524
1405	0.05410736684
1406	0.05406976264
1407	0.05403726946
1408	0.05399747489
1409	0.05396240307
1410	0.05396015447
1411	0.05393184644
1412	0.05391641017
1413	0.05386290487
1414	0.05384194303
1415	0.05378489726
1416	0.05374508528
1417	0.05372000821
1418	0.05369837302
1419	0.05366523821
1420	0.05361995166
1421	0.05358396063
1422	0.05353797107
1423	0.0535125274
1424	0.05350243841
1425	0.05344930746
1426	0.05341054645
1427	0.05337260901
1428	0.0533410633
1429	0.05331420056
1430	0.05328247391
1431	0.05325130818
1432	0.05320790442
1433	0.05316367307
1434	0.05309983797
1435	0.0530535704
1436	0.0530139016
1437	0.05300288503
1438	0.05297153604
1439	0.05293595975
1440	0.05288868706
1441	0.05288508444
1442	0.05285309292
1443	0.05280362856
1444	0.05277964633
1445	0.05275051943
1446	0.05271967102
1447	0.052688274
1448	0.0526666688
1449	0.05265952708
1450	0.0526255861
1451	0.05259318413
1452	0.05256751506
1453	0.05251948196
1454	0.0524983262
1455	0.05244191548
1456	0.05240943814
1457	0.05240728967
1458	0.05238962685
1459	0.05232763475
1460	0.05230069646
1461	0.05227885749
1462	0.0522594736
1463	0.05220306595
1464	0.05215837815
1465	0.05212715466
1466	0.05208571881
1467	0.05204135726
1468	0.05200692435
1469	0.0519508631
1470	0.05189743143
1471	0.05185982514
1472	0.05184424099
1473	0.05181745983
1474	0.05177271737
1475	0.05173814773
1476	0.05170872607
1477	0.05168009215
1478	0.05163864523
1479	0.05161594604
1480	0.05158370123
1481	0.05155609703
1482	0.05155401153
1483	0.05153488081
1484	0.05151464036
1485	0.05151242389
1486	0.05148182209
1487	0.05145707307
1488	0.05144132574
1489	0.05141383818
1490	0.05138411011
1491	0.05135216308
1492	0.0513166454
1493	0.05126997128
1494	0.05126719966
1495	0.05126508707
1496	0.05125541953
1497	0.0512191032
1498	0.05120490688
1499	0.05119323785
1500	0.05117715688
1501	0.05116204822
1502	0.05112138266
