iter	RMSE
1503	0.05106771656
1504	0.05104506743
1505	0.05104200733
1506	0.05103923312
1507	0.05099159724
1508	0.05094911244
1509	0.05091259867
1510	0.05088215175
1511	0.0508587804
1512	0.05083188523
1513	0.05082392638
1514	0.05080462418
1515	0.05076866848
1516	0.05074908647
1517	0.05072901595
1518	0.05068745949
1519	0.05065734678
1520	0.05062486919
1521	0.05060648653
1522	0.05060432699
1523	0.05059047479
1524	0.05057293667
1525	0.05055452323
1526	0.05051838284
1527	0.05051544275
1528	0.05046831985
1529	0.05044240418
1530	0.05039784149
1531	0.05035994456
1532	0.05032245677
1533	0.0503044436
1534	0.05025370725
1535	0.05023070645
1536	0.05020374197
1537	0.05018016403
1538	0.05013781327
1539	0.0501073783
1540	0.05010525101
1541	0.05006813265
1542	0.05006621537
1543	0.05004500442
1544	0.05003473252
1545	0.05000844152
1546	0.049965687
1547	0.04994199919
1548	0.04990670072
1549	0.04988818975
1550	0.04985625816
1551	0.04983305483
1552	0.0498312651
1553	0.04979981781
1554	0.04979771009
1555	0.04976535694
1556	0.04974618092
1557	0.0497264652
1558	0.04971226986
1559	0.04969694776
1560	0.04965690974
1561	0.04965181182
1562	0.04963867872
1563	0.04958593017
1564	0.0495666089
1565	0.04952804538
1566	0.04950298664
1567	0.04948015142
1568	0.04946793316
1569	0.04943888333
1570	0.049381622
1571	0.04935534364
1572	0.04935306372
1573	0.04930677815
1574	0.04926946113
1575	0.04924517145
1576	0.04920723532
1577	0.04917557425
1578	0.04914902876
1579	0.04912730352
1580	0.04909549326
1581	0.04905654963
1582	0.04903318088
1583	0.04900267733
1584	0.04895260546
1585	0.04891174525
1586	0.04889416905
1587	0.04887439545
1588	0.04883155703
1589	0.04881309379
1590	0.04879522295
1591	0.0487629538
1592	0.04875211036
1593	0.04873620967
1594	0.0486984841
1595	0.04867580086
1596	0.04863721213
1597	0.04861502437
1598	0.04857819365
1599	0.04854151203
1600	0.04852455132
1601	0.04850409456
1602	0.0484766348
1603	0.04842840257
1604	0.04842635056
1605	0.04841353507
1606	0.04839255058
1607	0.04835644325
1608	0.04832872762
1609	0.04830484907
1610	0.04827949232
1611	0.04825617033
1612	0.04821919982
1613	0.04819974646
1614	0.04816688436
1615	0.04814401213
1616	0.04810135137
1617	0.04809762975
1618	0.04806992141
1619	0.04803595779
1620	0.04798364824
1621	0.04793709586
1622	0.04793408098
1623	0.04789957121
1624	0.04786199471
1625	0.04783680254
1626	0.0478204807
1627	0.04780625871
1628	0.04775887415
1629	0.04772809057
1630	0.04769794177
1631	0.0476522728
1632	0.04761563379
1633	0.04760900761
1634	0.04756971582
1635	0.04754195964
1636	0.0475150191
1637	0.04747784698
1638	0.04747593743
1639	0.0474512614
1640	0.04742992695
1641	0.0473955644
1642	0.04737427073
1643	0.04734320429
1644	0.047296515
1645	0.04727489998
1646	0.04724166633
1647	0.04720182234
1648	0.04718153672
1649	0.04714575308
1650	0.04710178388
1651	0.04705735722
1652	0.04701902729
1653	0.04697852999
1654	0.04696084606
1655	0.04693289185
1656	0.04689721009
1657	0.04689306505
1658	0.04686542863
1659	0.04682874903
1660	0.04680033038
1661	0.04677430762
1662	0.04674472474
1663	0.04672013516
1664	0.0467009398
1665	0.04668289413
1666	0.04665041423
1667	0.04664776256
1668	0.04661039225
1669	0.04658790945
1670	0.04654975558
1671	0.04651928591
1672	0.04649150374
1673	0.04645829757
1674	0.04641553576
1675	0.04636722533
1676	0.04633898552
1677	0.04630601968
1678	0.04629889031
1679	0.04627555196
1680	0.04624781751
1681	0.0462255704
1682	0.04620184906
1683	0.04619206374
1684	0.04615194278
1685	0.04612581238
1686	0.04610485374
1687	0.04605905796
1688	0.04604030781
1689	0.04602918969
1690	0.04599951972
1691	0.04597363982
1692	0.04596726072
1693	0.04593280679
1694	0.04590508843
1695	0.04587258728
1696	0.04584892004
1697	0.04581195713
1698	0.04576203301
1699	0.04572598345
1700	0.04569673012
1701	0.04568173618
1702	0.04565998158
1703	0.04564407967
1704	0.04561459113
1705	0.0456033652
1706	0.04557086608
1707	0.04554700916
1708	0.04550984403
1709	0.0454699273
1710	0.04545555569
1711	0.04542611361
1712	0.04539490206
1713	0.04538242712
1714	0.04534705274
1715	0.04533087952
1716	0.04529865763
1717	0.04524974049
1718	0.04522899796
1719	0.04520869483
1720	0.04519304114
1721	0.04517902856
1722	0.04515823459
1723	0.0451139584
1724	0.04506597298
1725	0.04504199722
1726	0.045040147
1727	0.04501515916
1728	0.04498686402
1729	0.04496051762
1730	0.04493647843
1731	0.04492004784
1732	0.04489065074
1733	0.04487365386
1734	0.04485320837
1735	0.04481767017
1736	0.04479478702
1737	0.04475761065
1738	0.04473537279
1739	0.0447176667
1740	0.04468520376
1741	0.04466991968
1742	0.04465762143
1743	0.04465179047
1744	0.04464005666
1745	0.04461589937
1746	0.04459150922
1747	0.04456931374
1748	0.04454845713
1749	0.04452508507
1750	0.04450984821
1751	0.04449056859
1752	0.04444916052
1753	0.0444450275
1754	0.04440792454
1755	0.04436546476
1756	0.04434737656
1757	0.04432449817
1758	0.04430345278
1759	0.04428540893
1760	0.04425626009
1761	0.04424795489
1762	0.04424587162
1763	0.04422155959
1764	0.0441759476
1765	0.04416962386
1766	0.04413372587
1767	0.04411742327
1768	0.04408959884
1769	0.04404974971
1770	0.04402093532
1771	0.04398381373
1772	0.0439505541
1773	0.04391346583
1774	0.04386730287
1775	0.04384351443
1776	0.04381111066
1777	0.04379871005
1778	0.04376157649
1779	0.04375220414
1780	0.04374884262
1781	0.04373523569
1782	0.04369254327
1783	0.04366853271
1784	0.04365331257
1785	0.04364544912
1786	0.04360102178
1787	0.04355665122
1788	0.04353843106
1789	0.04351613888
1790	0.04349144477
1791	0.04347754037
1792	0.04345963641
1793	0.04342767666
1794	0.04340656749
1795	0.04340288874
1796	0.0433904328
1797	0.0433367406
1798	0.04330240351
1799	0.04329230819
1800	0.04327090458
1801	0.04324741544
1802	0.04321396496
1803	0.04318424904
1804	0.04315905926
1805	0.04315049574
1806	0.04311152378
1807	0.04307613982
1808	0.04304678435
1809	0.04300864975
1810	0.04297536752
1811	0.04293083081
1812	0.04289089297
1813	0.04284567197
1814	0.04282339961
1815	0.04281054702
1816	0.042779604
1817	0.04275729089
1818	0.04274099374
1819	0.0427258343
1820	0.04269100486
1821	0.0426562505
1822	0.04262120827
1823	0.04259069161
1824	0.04256357806
1825	0.04254973245
1826	0.04251721263
1827	0.04249865275
1828	0.04248023254
1829	0.04243530375
1830	0.04241225597
1831	0.04238015852
1832	0.04235158556
1833	0.04234454263
1834	0.04232598434
1835	0.04229970463
1836	0.04228287348
1837	0.04228104708
1838	0.042243647
1839	0.04223622589
1840	0.04220609546
1841	0.04218268821
1842	0.04215886102
1843	0.04214121788
1844	0.04211777265
1845	0.04209838302
1846	0.04206377361
1847	0.04204758428
1848	0.04203242351
1849	0.04199445202
1850	0.04196083219
1851	0.04192611661
1852	0.04190316041
1853	0.04188344563
1854	0.04188200837
1855	0.04183946652
1856	0.04181757065
1857	0.04179471431
1858	0.04177246494
1859	0.041738697
1860	0.04169488957
1861	0.04169275748
1862	0.04168279774
1863	0.04166303062
1864	0.04163875833
1865	0.04162268165
1866	0.04159463268
1867	0.04156944229
1868	0.04153749273
1869	0.04153197
1870	0.04150686095
1871	0.04146966577
1872	0.04144706701
1873	0.04143157602
1874	0.0414146828
1875	0.04138365807
1876	0.04134257471
1877	0.04132718958
1878	0.04129019433
1879	0.04128838059
1880	0.04125967772
1881	0.04122568307
1882	0.04121022479
1883	0.0411782257
1884	0.04113726392
1885	0.04111413804
1886	0.04109399584
1887	0.04107313122
1888	0.04103488339
1889	0.04102970851
1890	0.04102691343
1891	0.0410139543
1892	0.04098872527
1893	0.04095384282
1894	0.0409340016
1895	0.04093233317
1896	0.04089749609
1897	0.04088024997
1898	0.04085712265
1899	0.04082896611
1900	0.04080587802
1901	0.04078320284
1902	0.04077310159
1903	0.04075547912
1904	0.04073404439
1905	0.04070315975
1906	0.04069758769
1907	0.04068439149
1908	0.04065872656
1909	0.04064730359
1910	0.04063297621
1911	0.04061346849
1912	0.040603698
1913	0.04057156841
1914	0.04054195054
1915	0.04053951227
1916	0.04051795804
1917	0.04047870242
1918	0.04047488019
1919	0.04045493095
1920	0.04044500905
1921	0.04041499085
1922	0.04037931487
1923	0.0403532658
1924	0.04035197839
1925	0.04033572266
1926	0.04030152566
1927	0.04027349961
1928	0.04024410042
1929	0.04022743245
1930	0.04019875695
1931	0.04017638786
1932	0.04015903023
1933	0.04012370879
1934	0.04008997537
1935	0.04005067385
1936	0.0400229314
1937	0.0399985973
1938	0.0399657868
1939	0.03994259319
1940	0.03990928857
1941	0.03989906477
1942	0.03988701258
1943	0.03986825092
1944	0.0398480475
1945	0.039827939
1946	0.03979989845
1947	0.03977809192
1948	0.03976857566
1949	0.03974078111
1950	0.03972898325
1951	0.03970212444
1952	0.03968959683
1953	0.03965911288
1954	0.0396472823
1955	0.03961679868
1956	0.0395836264
1957	0.03957209068
1958	0.03952934466
1959	0.03949822068
1960	0.03947148236
1961	0.03945584121
1962	0.03942799706
1963	0.03938818038
1964	0.03936327776
1965	0.03934333332
1966	0.03931086118
1967	0.03929826286
1968	0.03927839758
1969	0.03927624462
1970	0.03925414126
1971	0.03922872028
1972	0.03918952355
1973	0.0391560562
1974	0.03913101278
1975	0.03910423623
1976	0.03910277482
1977	0.03909905592
1978	0.03907115237
1979	0.03903317458
1980	0.0390310071
1981	0.0390082443
1982	0.03897991021
1983	0.03895811421
1984	0.03893140322
1985	0.03890364172
1986	0.03889540092
1987	0.03885698114
1988	0.03883518711
1989	0.03880061801
1990	0.03879371912
1991	0.03876378308
1992	0.03873107984
1993	0.03870585804
1994	0.03865972543
1995	0.03864084583
1996	0.03863184148
1997	0.03859981514
1998	0.03856370025
1999	0.03854187897
2000	0.03851284784
2001	0.03848785174
2002	0.03845823537
2003	0.03843665158
2004	0.03840477143
2005	0.03838651067
2006	0.03835201799
2007	0.03834609136
2008	0.03832041341
2009	0.03829254503
2010	0.03827573975
2011	0.03825530455
2012	0.03822816757
2013	0.03819564146
2014	0.03816203973
2015	0.03815130116
2016	0.03813913943
2017	0.03813074178
2018	0.03810699964
2019	0.03810537925
2020	0.03807699399
2021	0.03806620682
2022	0.03804154786
2023	0.03802508493
2024	0.03799733981
2025	0.03797061788
2026	0.03795893138
2027	0.03793280906
2028	0.03790838541
2029	0.03789710359
2030	0.03788149396
2031	0.03786815435
2032	0.03784190152
2033	0.03781737663
2034	0.03779410896
2035	0.03777206846
2036	0.03774370685
2037	0.03772157492
2038	0.03769833137
2039	0.03769291745
2040	0.03766689031
2041	0.03763440362
2042	0.03762103644
2043	0.03759233468
2044	0.03758930707
2045	0.03755490747
2046	0.03752045826
2047	0.03748054402
2048	0.03745673252
2049	0.03742722767
2050	0.03738412587
2051	0.03736886402
2052	0.03734031044
2053	0.03731487811
2054	0.03728189115
2055	0.03726002179
2056	0.03725901745
2057	0.03723106889
2058	0.0372042155
2059	0.03716725064
2060	0.03714365896
2061	0.03711697085
2062	0.03711141704
2063	0.03708361269
2064	0.0370550889
2065	0.0370380926
2066	0.03700931981
2067	0.03697943138
2068	0.0369469679
2069	0.03693228869
2070	0.03691308244
2071	0.03689445372
2072	0.03688032222
2073	0.03684492104
2074	0.03682727108
2075	0.0368216319
2076	0.03680350556
2077	0.03680222946
2078	0.0367778969
2079	0.03677614332
2080	0.03677395636
2081	0.03676619211
2082	0.03672048868
2083	0.03669521261
2084	0.03666716068
2085	0.03665854383
2086	0.03665730033
2087	0.03662699925
2088	0.03660958942
2089	0.03659132392
2090	0.03656891251
2091	0.0365459135
2092	0.03652106017
2093	0.03649242667
2094	0.03645562434
2095	0.03643379764
2096	0.0364262094
2097	0.03641221823
2098	0.03638303953
2099	0.03636344369
2100	0.03634979958
2101	0.03632826345
2102	0.03629848938
2103	0.03629410996
2104	0.03625961688
2105	0.036237979
2106	0.03623314503
2107	0.03619392562
2108	0.03617445965
2109	0.03615494702
2110	0.03615375858
2111	0.03615272125
2112	0.03612526878
2113	0.03609568293
2114	0.03607171406
2115	0.03604307007
2116	0.03600951072
2117	0.03599495805
2118	0.03595860314
2119	0.03595358406
2120	0.03592922905
2121	0.03590933844
2122	0.03590292438
2123	0.03588665618
2124	0.03586217272
2125	0.03584769871
2126	0.03582302569
2127	0.03579382206
2128	0.03577553926
2129	0.03576199074
2130	0.03574775097
2131	0.03572679589
2132	0.03569713709
2133	0.03566429759
2134	0.03566314363
2135	0.0356309597
2136	0.03561384487
2137	0.03561169651
2138	0.03559496612
2139	0.0355670714
2140	0.03553882312
2141	0.03551260189
2142	0.03549302994
2143	0.03547579835
2144	0.0354743273
2145	0.03544914547
2146	0.03543631723
2147	0.03543466145
2148	0.03540644994
2149	0.03538886088
2150	0.03537200157
2151	0.03535180561
2152	0.03534525833
2153	0.03533884357
2154	0.03532329085
2155	0.0352859925
2156	0.0352616265
2157	0.0352441409
2158	0.03523126297
2159	0.03522452067
2160	0.03519882334
2161	0.03518099608
2162	0.03515714508
2163	0.03514706853
2164	0.03512019101
2165	0.03510803764
2166	0.03509461081
2167	0.03509343794
2168	0.03508606523
2169	0.03505662943
2170	0.03503805083
2171	0.03499932506
2172	0.03498983066
2173	0.03496628756
2174	0.03494015808
2175	0.03491238974
2176	0.03488920562
2177	0.03486792025
2178	0.03484057245
2179	0.03482474737
2180	0.03481351419
2181	0.03479511555
2182	0.03476871214
2183	0.03476109185
2184	0.03474625182
2185	0.03474141244
2186	0.03473623562
2187	0.03472169925
2188	0.03469591299
2189	0.03466884175
2190	0.0346475256
2191	0.03462933055
2192	0.03461477011
2193	0.03459110945
2194	0.03456415786
2195	0.03456279298
2196	0.03455292018
2197	0.03454460649
2198	0.03451751134
2199	0.03449059579
2200	0.03447303
2201	0.03445633288
2202	0.03445491251
2203	0.03443664499
2204	0.03441972787
2205	0.03438573008
2206	0.03436086243
2207	0.03434956729
2208	0.0343218475
2209	0.03429742904
2210	0.03427694814
2211	0.03425283399
2212	0.03424312177
2213	0.0342183322
2214	0.03420682159
2215	0.03418690322
2216	0.03414962015
2217	0.03413501756
2218	0.03411523414
2219	0.03409174287
2220	0.03406177811
2221	0.03403428967
2222	0.03402717847
2223	0.03401315861
2224	0.03400219048
2225	0.03398497744
2226	0.03397186994
2227	0.0339544575
2228	0.03392326101
2229	0.03391691707
2230	0.0339081172
2231	0.03388329778
2232	0.03386228828
2233	0.03385182227
2234	0.03383056315
2235	0.03381242049
2236	0.03379990009
2237	0.03378663653
2238	0.03377359351
2239	0.03373895229
2240	0.03373796617
2241	0.03372316735
2242	0.03370341536
2243	0.0336846855
2244	0.03366332274
2245	0.03363643542
2246	0.03360509946
2247	0.03358548287
2248	0.03357708524
2249	0.03356419056
2250	0.03355450716
2251	0.03353677818
2252	0.03350854917
2253	0.03349984586
2254	0.03347146458
2255	0.03345978205
2256	0.03345022065
2257	0.03341651697
2258	0.03340332653
2259	0.03338639589
2260	0.03336362814
2261	0.03334422625
2262	0.03333199588
2263	0.03330603724
2264	0.03328454691
2265	0.0332672619
2266	0.03326629538
2267	0.03325786785
2268	0.03323536119
2269	0.03321300817
2270	0.03318846859
2271	0.03316220174
2272	0.03313023293
2273	0.03311308757
2274	0.03309334173
2275	0.03306172206
2276	0.03303175389
2277	0.03302642967
2278	0.03302178346
2279	0.03299077632
2280	0.03297519724
2281	0.03297435755
2282	0.03296753018
2283	0.03295230295
2284	0.0329295517
2285	0.03291088818
2286	0.03290343026
2287	0.03287555066
2288	0.03285365004
2289	0.03283021771
2290	0.03282333964
2291	0.03280133708
2292	0.03277117708
2293	0.03274853721
2294	0.03271474689
2295	0.03269821276
2296	0.03269103348
2297	0.03266922464
2298	0.03264079606
2299	0.03262026357
2300	0.03259608216
2301	0.03257796335
2302	0.0325630605
2303	0.03253119063
2304	0.03253029398
2305	0.0325024646
2306	0.03250063389
2307	0.03247566101
2308	0.03246342973
2309	0.03244734494
2310	0.03242557372
2311	0.03239864056
2312	0.03237873388
2313	0.03236153894
2314	0.03236060274
2315	0.03234226728
2316	0.03233230788
2317	0.03232234733
2318	0.03230159685
2319	0.03226900486
2320	0.03224176805
2321	0.03222792109
2322	0.03220842193
2323	0.03220329023
2324	0.03218606907
2325	0.03215593844
2326	0.0321552011
2327	0.03213254066
2328	0.03211334269
2329	0.03210160562
2330	0.03209164591
2331	0.03207494139
2332	0.03205889157
2333	0.03203558159
2334	0.03202116451
2335	0.032002807
2336	0.03198548917
2337	0.03194859165
2338	0.03193932921
2339	0.03192237252
2340	0.03190482955
2341	0.03188524977
2342	0.03186336493
2343	0.0318351264
2344	0.03182335712
2345	0.03180336831
2346	0.03179862924
2347	0.03178228767
2348	0.03176895719
2349	0.03176506476
2350	0.03174180846
2351	0.03171291468
2352	0.03169413709
2353	0.03167685784
2354	0.03165767381
2355	0.03164054757
2356	0.03162684041
2357	0.03161630735
2358	0.03159643868
2359	0.03156889417
2360	0.03154354682
2361	0.03151589153
2362	0.03151502236
2363	0.03149141492
2364	0.0314830111
2365	0.03145927258
2366	0.03143637544
2367	0.03141390761
2368	0.03138903852
2369	0.03137301271
2370	0.03135599039
2371	0.03133526488
2372	0.03130743188
2373	0.03130658878
2374	0.03129402092
2375	0.03128592018
2376	0.03127118939
2377	0.03125263001
2378	0.0312312783
2379	0.03121082588
2380	0.03121012118
2381	0.03120244232
2382	0.0311726741
2383	0.03115429351
2384	0.03114967623
2385	0.03111418364
2386	0.03111331855
2387	0.0310988882
2388	0.03108037997
2389	0.03106825045
2390	0.03104462641
2391	0.0310335751
2392	0.03101077608
2393	0.03098874366
2394	0.03097704199
2395	0.03096161636
2396	0.0309447983
2397	0.03092893882
2398	0.03091646189
2399	0.03088857891
2400	0.03087730565
2401	0.03086638268
2402	0.0308495183
2403	0.03083899642
2404	0.03081914253
2405	0.03080702502
2406	0.03080596714
2407	0.03078829148
2408	0.03077068725
2409	0.03075302852
2410	0.03074139052
2411	0.03073270222
2412	0.0307100647
2413	0.03068309483
2414	0.03067496793
2415	0.03065703079
2416	0.03064087038
2417	0.03062929962
2418	0.03060973327
2419	0.03059274709
2420	0.03058926716
2421	0.03057819652
2422	0.03056838142
2423	0.03056644447
2424	0.03056595517
2425	0.03054799121
2426	0.03052624819
2427	0.03049667329
2428	0.03047283158
2429	0.03044953218
2430	0.03042459348
2431	0.03041749118
2432	0.03040231366
2433	0.030382055
2434	0.03036964613
2435	0.03034858272
2436	0.03032646777
2437	0.03031242815
2438	0.03029332173
2439	0.0302698589
2440	0.03025976028
2441	0.03023977308
2442	0.03022518703
2443	0.03020998201
2444	0.03018718573
2445	0.03016867193
2446	0.03014650082
2447	0.03012330028
2448	0.03011598492
2449	0.0300892391
2450	0.03007695916
2451	0.03006152673
2452	0.03005114667
2453	0.03002253551
2454	0.03000882728
2455	0.02998151436
2456	0.02996694394
2457	0.02994584922
2458	0.02992722127
2459	0.0299080486
2460	0.02989910446
2461	0.02988947288
2462	0.02988862659
2463	0.02988109868
2464	0.02987206655
2465	0.02986174965
2466	0.02985457929
2467	0.02983182799
2468	0.02983109781
2469	0.0298163604
2470	0.02979278626
2471	0.02978057312
2472	0.02976151248
2473	0.029746079
2474	0.02972770731
2475	0.02971594464
2476	0.02970723616
2477	0.02969220959
2478	0.02966769887
2479	0.02963760735
2480	0.02962915422
2481	0.02960217803
2482	0.02958253541
2483	0.0295687892
2484	0.02955043783
2485	0.02953026214
2486	0.02951473686
2487	0.02951329923
2488	0.02951020948
2489	0.02949850251
2490	0.02947563231
2491	0.02945645985
2492	0.02944640149
2493	0.02944551757
2494	0.02944505419
2495	0.02942081936
2496	0.0293931803
2497	0.02939266811
2498	0.02936665384
2499	0.02935080293
2500	0.02933190751
2501	0.0293077747
2502	0.02930663198
2503	0.02929730122
2504	0.02927852816
2505	0.02926991898
2506	0.02924990563
2507	0.02923182341
2508	0.02921548413
2509	0.02919362398
2510	0.02917367943
2511	0.02916481087
2512	0.02914439203
2513	0.02913231846
2514	0.02911028449
2515	0.02910552732
2516	0.02907912242
2517	0.02906303131
2518	0.02903843087
2519	0.02902947988
2520	0.02901608221
2521	0.02900150117
2522	0.02898419968
2523	0.02895911034
2524	0.02894348042
2525	0.02892418394
2526	0.0289133629
2527	0.02890271265
2528	0.02887754979
2529	0.02885766098
2530	0.02884366261
2531	0.02884296291
2532	0.02883491303
2533	0.02880844934
2534	0.0287835639
2535	0.02877259043
2536	0.02876473755
2537	0.02876253153
2538	0.0287618951
2539	0.02873748479
2540	0.02873682686
2541	0.02872998535
2542	0.02870677963
2543	0.02869050495
2544	0.0286687902
2545	0.02865874453
2546	0.02865478347
2547	0.02864743576
2548	0.02862810004
2549	0.02861766394
2550	0.02860235846
2551	0.02857852174
2552	0.02855607805
2553	0.02853995339
2554	0.02851979941
2555	0.02850975853
2556	0.02848935775
2557	0.02847846603
2558	0.02845871722
2559	0.02845818494
2560	0.02843757528
2561	0.02842307486
2562	0.02840008562
2563	0.02839300946
2564	0.02839236522
2565	0.02837065511
2566	0.02833780921
2567	0.02831382032
2568	0.02830160522
2569	0.02828668994
2570	0.02826476375
2571	0.02824828513
2572	0.0282413639
2573	0.02822140285
2574	0.02821051435
2575	0.02820508487
2576	0.02818704087
2577	0.02818244235
2578	0.02818164536
2579	0.02816141781
2580	0.02815226106
2581	0.02814260492
2582	0.02812635899
2583	0.02811336089
2584	0.02810166999
2585	0.02808309563
2586	0.02806914187
2587	0.02804359644
2588	0.02802112035
2589	0.02800321341
2590	0.02799074463
2591	0.02798527416
2592	0.02798439872
2593	0.02798208287
2594	0.02796347216
2595	0.02793998511
2596	0.02793017778
2597	0.02790360245
2598	0.02788250164
2599	0.02788048859
2600	0.02787218155
2601	0.02785826683
2602	0.02784439544
2603	0.02783628391
2604	0.02781504759
2605	0.02780101374
2606	0.02777874192
2607	0.02775844718
2608	0.02774251266
2609	0.02771973422
2610	0.02770792695
2611	0.02769923139
2612	0.02768954161
2613	0.02768077163
2614	0.02765844054
2615	0.02764815209
2616	0.02763310721
2617	0.02761399739
2618	0.02759896733
2619	0.02757965913
2620	0.02757913051
2621	0.02755582484
2622	0.0275413859
2623	0.02751497353
2624	0.02750133001
2625	0.0275006624
2626	0.02748011213
2627	0.02746781527
2628	0.02745495567
2629	0.02745299033
2630	0.02744201599
2631	0.02743997042
2632	0.02741743067
2633	0.02740006908
2634	0.02737732407
2635	0.02736373495
2636	0.0273447992
2637	0.02732970775
2638	0.0273206165
2639	0.02731681234
2640	0.02729135934
2641	0.02726986167
2642	0.02724914819
2643	0.02723450418
2644	0.02723142844
2645	0.02721901074
2646	0.0271994732
2647	0.02717494183
2648	0.02715962352
2649	0.02714760343
2650	0.02713677931
2651	0.02712391439
2652	0.02711973047
2653	0.02710685696
2654	0.02708084984
2655	0.02707243995
2656	0.02705900033
2657	0.02704058936
2658	0.02702614984
2659	0.02701072516
2660	0.02699597777
2661	0.02697991643
2662	0.02697003582
2663	0.02695747721
2664	0.02695047663
2665	0.02692959587
2666	0.02691120148
2667	0.02689292994
2668	0.02687000379
2669	0.02684874245
2670	0.02683942645
2671	0.02681694008
2672	0.0268087881
2673	0.02679299813
2674	0.0267760757
2675	0.02676823956
2676	0.02675844134
2677	0.02674587082
2678	0.02673792225
2679	0.02672225948
2680	0.02670917676
2681	0.02669133592
2682	0.02668925569
2683	0.02667145356
2684	0.02665070106
2685	0.02664252988
2686	0.02662577933
2687	0.02660946812
2688	0.02660783341
2689	0.02658957045
2690	0.02657205998
2691	0.02656543954
2692	0.02654927384
2693	0.02652088321
2694	0.02650572793
2695	0.02649595719
2696	0.02647623242
2697	0.02646221901
2698	0.02644608865
2699	0.02644031558
2700	0.02641965602
2701	0.02640127808
2702	0.02638985767
2703	0.02637547936
2704	0.02634510171
2705	0.02632442871
2706	0.02630630445
2707	0.02629095953
2708	0.02628437806
2709	0.0262661485
2710	0.02625203865
2711	0.02624632776
2712	0.02622423985
2713	0.02621125564
2714	0.02620427186
2715	0.02619956524
2716	0.0261832501
2717	0.02617902265
2718	0.02616481775
2719	0.02615015246
2720	0.02613193272
2721	0.02612491072
2722	0.02610305123
2723	0.02609346646
2724	0.02607223874
2725	0.02606027136
2726	0.0260535678
2727	0.02604151673
2728	0.02602020705
2729	0.02599746736
2730	0.02599004836
2731	0.02598055045
2732	0.02596885812
2733	0.02596365096
2734	0.02594906042
2735	0.02593117003
2736	0.02592050568
2737	0.02590693829
2738	0.02589892214
2739	0.02588392673
2740	0.02587144575
2741	0.02585490668
2742	0.02584593109
2743	0.02583235494
2744	0.025817551
2745	0.0258071574
2746	0.02578574868
2747	0.02577183416
2748	0.02574908461
2749	0.02573000006
2750	0.02570355423
2751	0.02570233298
2752	0.02569204221
2753	0.02567813455
2754	0.02566072515
2755	0.02564736118
2756	0.02563370755
2757	0.02562061073
2758	0.02561556015
2759	0.02561481424
2760	0.0255968566
2761	0.02558537275
2762	0.02557294352
2763	0.02556308058
2764	0.02554900318
2765	0.02554210531
2766	0.02552875989
2767	0.02552692509
2768	0.02551713128
2769	0.02549952466
2770	0.02548018385
2771	0.02546914673
2772	0.02545656279
2773	0.0254529651
2774	0.02544132019
2775	0.02542191929
2776	0.02540194872
2777	0.02538158889
2778	0.02536149891
2779	0.02534605319
2780	0.0253395848
2781	0.02533054331
2782	0.02531551169
2783	0.02530315455
2784	0.02528962519
2785	0.02527841179
2786	0.02526520751
2787	0.02524615492
2788	0.02523888154
2789	0.02522462526
2790	0.02520665788
2791	0.02519806999
2792	0.02517972053
2793	0.02516974698
2794	0.02514702082
2795	0.02513642419
2796	0.02512888353
2797	0.02511898764
2798	0.02510521705
2799	0.02509348449
2800	0.02508924823
2801	0.02508042842
2802	0.02506370666
2803	0.02505856477
2804	0.02504454354
2805	0.02503254963
2806	0.02501331046
2807	0.02499441005
2808	0.02497916607
2809	0.0249619524
2810	0.02494605091
2811	0.02492679984
2812	0.02490571324
2813	0.02489331492
2814	0.02487742541
2815	0.02486803895
2816	0.02485407677
2817	0.02483542186
2818	0.02480799875
2819	0.02479962891
2820	0.02479618474
2821	0.02477461794
2822	0.02476299279
2823	0.02475326456
2824	0.02473801859
2825	0.02471716497
2826	0.02470456005
2827	0.02469848876
2828	0.02468231453
2829	0.02466425109
2830	0.02465460777
2831	0.02464264942
2832	0.02462500417
2833	0.0246137968
2834	0.02460412474
2835	0.02458305383
2836	0.02456655429
2837	0.02455751048
2838	0.0245463388
2839	0.02453911678
2840	0.02452615103
2841	0.0245257782
2842	0.0245124059
2843	0.02449798728
2844	0.02448088937
2845	0.02448046135
2846	0.02446733826
2847	0.02446046487
2848	0.02444804545
2849	0.02443084336
2850	0.02442405415
2851	0.02440913225
2852	0.0244020537
2853	0.02438581783
2854	0.02436782554
2855	0.02436246576
2856	0.02434774868
2857	0.02432965747
2858	0.024315615
2859	0.0243140272
2860	0.02430166694
2861	0.0242812291
2862	0.02425225612
2863	0.02422958294
2864	0.02421061791
2865	0.02420234971
2866	0.02419610923
2867	0.02418070462
2868	0.02416843776
2869	0.02416581204
2870	0.02415057456
2871	0.02413616469
2872	0.02412144549
2873	0.0241135845
2874	0.02409667853
2875	0.02407899098
2876	0.02406596722
2877	0.02406239608
2878	0.02405964345
2879	0.02405125213
2880	0.02403891298
2881	0.02402810621
2882	0.02401444994
2883	0.02400583202
2884	0.02399895914
2885	0.02399179167
2886	0.02398080784
2887	0.02396273693
2888	0.02395189968
2889	0.02393208105
2890	0.02391489095
2891	0.02390612496
2892	0.02390561237
2893	0.02390008269
2894	0.02389376359
2895	0.02387841285
2896	0.02386148208
2897	0.02385069233
2898	0.02384879773
2899	0.02384475747
2900	0.02382215889
2901	0.02380741776
2902	0.0237961603
